guid/image,label
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0008,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0009,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0010,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0011,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0012,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0013,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0014,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0015,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0016,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0017,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0018,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0019,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0020,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0021,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0022,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0023,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0024,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0025,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0026,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0027,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0028,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0029,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0030,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0031,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0032,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0033,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0034,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0035,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0036,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0037,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0038,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0039,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0040,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0041,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0042,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0043,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0044,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0045,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0046,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0047,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0048,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0049,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0050,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0051,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0052,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0053,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0054,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0055,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0056,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0057,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0058,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0059,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0060,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0061,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0062,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0063,2
y/test/0426de18-2865-4d4b-84e7-eac2f041e5c3/0064,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0000,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0001,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0002,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0003,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0004,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0005,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0006,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0007,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0008,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0009,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0010,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0011,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0012,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0013,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0014,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0015,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0016,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0017,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0018,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0019,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0020,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0021,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0022,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0023,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0024,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0025,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0026,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0027,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0028,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0029,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0030,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0031,2
y/test/0729ab2d-7fb0-4799-975f-c38fd350bf9c/0032,2
